title,phone,website,address,hours,url
Columbus Café,+33365671042,https://www.columbuscafe.com/boutique/epinal-rue-des-minimes/,"4 Rue des Minimes, 88000 Épinal, France",{'Lun. – Sam.': '8:00  –  19:00'},https://maps.apple.com/place?auid=3617498744001189287
Columbus Café,+33423361203,http://www.columbuscafe.com,"14 Avenue Jean Giono, 04100 Manosque, France","{'Lun. – Sam.': '8:00  –  18:00', 'Dimanche': '9:00  –  18:00'}",https://maps.apple.com/place?auid=11300847791508060847
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/lempdes-26-avenue-de-leurope/,"26 Avenue de l'Europe, 63370 Lempdes, France",{'Lun. – Sam.': '9:00  –  19:30'},https://maps.apple.com/place?auid=6622321862799881381
Columbus Café,+33247058274,https://www.columbuscafe.com/boutique/tours-rue-du-change/,"5 Rue du Change, 37000 Tours, France",{'Tous les jours': '9:00  –  18:30'},https://maps.apple.com/place?auid=8915215016314359758
Columbus Café,+33434274802,http://www.columbuscafe.com,"1 Rue du Professeur Christiaan Barnard, 11100 Montredon-des-Corbières, France","{'Lun. – Jeu.': '9:00  –  17:00', 'Vendredi': '9:00  –  13:00'}",https://maps.apple.com/place?auid=14718737849741416705
Columbus Café,+33144516000,https://www.columbuscafe.com/en/boutique/saint-laurent-du-var-shopping-mall-cap-3000/,"317 Avenue Eugène Donadei, 06700 Saint-Laurent-du-Var, France",{'Tous les jours': '8:00  –  19:00'},https://maps.apple.com/place?auid=7082034601513737348
Columbus Café,+33251938261,http://www.columbuscafe.com,"20 Carrefour de l'⁠Europe, 85800 Saint-Gilles-Croix-de-Vie, France",{'Lun. – Sam.': '8:30  –  19:00'},https://maps.apple.com/place?auid=8344251921287843819
Columbus Café,+33387932508,https://www.columbuscafe.com/boutique/farebersvillier-centre-commercial-best/,"61 Avenue Saint-Jean, 57450 Farébersviller, France",{'Lun. – Ven.': '8:00  –  19:30'},https://maps.apple.com/place?auid=18407518694478844980
Columbus Café,+33144516000,http://www.columbuscafe.com,"130 Route de Soultz, 68270 Wittenheim, France",{'Lun. – Sam.': '9:00  –  20:00'},https://maps.apple.com/place?auid=10418895714951880696
Columbus Café,,http://www.columbuscafe.com,"5 Route de Fourchambault, 58180 Marzy, France","{'Lun. – Jeu.': '9:00  –  17:00', 'Vendredi': '9:00  –  13:00'}",https://maps.apple.com/place?auid=10968207677366667653
Columbus Café,+33144527691,http://www.columbuscafe.com,"18 Rue de Dunkerque, 75010 Paris, France",{},https://maps.apple.com/place?auid=8123837128627069564
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/perpignan-decathlon/,"170 Avenue André Tourné, 66100 Perpignan, France",{'Lun. – Sam.': '8:30  –  20:00'},https://maps.apple.com/place?auid=18279998494759552851
Columbus Café,+33491610078,http://www.columbuscafe.com,"73 Rue Saint-Ferréol, 13006 Marseille, France",{},https://maps.apple.com/place?auid=2459146281538536871
Columbus Café,+33386921300,https://www.columbuscafe.com/boutique/joigny-intermarche/,"3 La Petite Isle, 89300 Joigny, France",{'Lun. – Sam.': '9:00  –  19:00'},https://maps.apple.com/place?auid=1813554124419930531
Columbus Café,+33144516000,http://www.columbuscafe.com,"362 Rue Faventines, 26000 Valence, France",{'Lun. – Sam.': '8:00  –  19:00'},https://maps.apple.com/place?auid=5767241199120859670
Columbus Café,+33296705094,http://www.columbuscafe.com,"1 Rue Sainte-Barbe, 22000 Saint-Brieuc, France",{'Lun. – Sam.': '8:30  –  19:00'},https://maps.apple.com/place?auid=898005665100767253
Columbus Café,+33174250307,http://www.columbuscafe.com,"Rue des Postes
95700 Roissy en France
France",{'Tous les jours': '9:00  –  20:00'},https://maps.apple.com/place?auid=2009731948648178351
Columbus Café,+33677089419,https://www.columbuscafe.com/boutique/agen/,"1 Rue Jacquard, 47000 Agen, France",{'Lun. – Sam.': '8:00  –  19:00'},https://maps.apple.com/place?auid=11168739159039248784
Columbus Café,+33465044877,https://www.columbuscafe.com/boutique/aix-en-provence-centre-commercial-jas-de-bouffan/,"210 Avenue de Bredasque, 13090 Aix-en-Provence, France",{},https://maps.apple.com/place?auid=6442948863992903222
Columbus Café,+33442952145,https://www.columbuscafe.com/en/boutique/aix-en-provence-mall-la-pioline,"1175 Rue Guillaume du Vair, 13290 Aix-en-Provence, France",{'Lun. – Sam.': '8:00  –  20:00'},https://maps.apple.com/place?auid=8879914419251640271
Columbus Café,+33442507707,https://www.columbuscafe.com/boutique/aix-en-provence-rue-de-la-masse/,"7 Rue de la Masse, 13100 Aix-en-Provence, France","{'Lun. – Sam.': '7:30  –  19:30', 'Dimanche': '8:30  –  19:30'}",https://maps.apple.com/place?auid=6233252484646602653
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/ajaccio-rue-francois-pietri,"Cours Prince Impérial
6 Rue François Pietri
20090 Ajaccio
France",{'Tous les jours': '7:45  –  20:00'},https://maps.apple.com/place?auid=15671146801562484564
Columbus Café,+33144516000,http://www.columbuscafe.com/boutique/ajaccio-centre-commercial-atrium/,"1371 Pernicaggio, 20167 Sarrola-Carcopino, France",{'Lun. – Sam.': '8:30  –  20:00'},https://maps.apple.com/place?auid=5748096325047087013
Columbus Café,+33559520090,https://www.columbuscafe.com/boutique/anglet-bayonne-centre-commercial-bab2/,"50 Avenue Jean-léon Laporte, 64600 Anglet, France",{'Lun. – Sam.': '8:30  –  20:00'},https://maps.apple.com/place?auid=17610425583404182462
Columbus Café,+33545955102,https://www.columbuscafe.com/boutique/angouleme/,"45 Place du Champ de Mars
16000 Angoulême
France",{'Lun. – Sam.': '8:30  –  19:00'},https://maps.apple.com/place?auid=7914975599072030886
Columbus Café,+33546340327,https://www.columbuscafe.com/en/boutique/angoulins-carrefour-mall/,"Shopping Center Carrefour Angoulins, D137, 17690 Angoulins, France",{'Lun. – Sam.': '8:00  –  20:00'},https://maps.apple.com/place?auid=7213760662141254467
Columbus Café,+33246830310,https://www.columbuscafe.com/boutique/dreux/,"16 Grande Rue Maurice Viollette, 28100 Dreux, France",{},https://maps.apple.com/place?auid=60145536946044206
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/annecy-centre-commercial-la-galerie-val-semnoz/,"20 Avenue de Périaz, Seynod, 74600 Annecy, France","{'Lun. – Sam.': '8:30  –  19:00', 'Dimanche': '9:00  –  13:00'}",https://maps.apple.com/place?auid=7141291086674280242
Columbus Café,+33456204151,https://www.columbuscafe.com/boutique/annecyquai-eustache-chappuis,"8 Quai Eustache Chappuis, 74000 Annecy, France",{'Tous les jours': '7:30  –  19:00'},https://maps.apple.com/place?auid=4340687368237965196
Columbus Café,+33450439300,http://www.columbuscafe.com,"26 Rue de la Résistance, 74100 Annemasse, France",{'Lun. – Sam.': '9:00  –  19:00'},https://maps.apple.com/place?auid=5097827096934978558
Columbus Café,,https://www.columbuscafe.com/boutique/annemasse-rue-de-chablais/,"21 Rue du Chablais, 74100 Annemasse, France","{'Lun. – Sam.': '7:30  –  19:00', 'Dimanche': '9:00  –  19:00'}",https://maps.apple.com/place?auid=13431454575800221536
Columbus Café,,http://www.columbuscafe.com/boutique/antibes/,"35 Avenue de Nice, 06600 Antibes, France",{'Lun. – Sam.': '8:00  –  20:00'},https://maps.apple.com/place?auid=16449476996386342020
Columbus Café,+33490975045,https://www.columbuscafe.com/boutique/arles-centre-commercial-shopping-promenade/,"2 bis Chemin de l'Oratoire, 13160 Châteaurenard, France",{'Tous les jours': '9:00  –  19:00'},https://maps.apple.com/place?auid=9806027790742918489
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/arpajon-place-du-marche/,"1 Place du Marché, 91290 Arpajon, France",{'Tous les jours': '7:30  –  19:30'},https://maps.apple.com/place?auid=5745153785956364410
Columbus Café,+33147941281,https://www.columbuscafe.com/boutique/asnieres-sur-seine-rue-denis-papin/,"12 Rue Denis Papin, 92600 Asnières-sur-Seine, France","{'Lun. – Sam.': '6:00  –  19:00', 'Dimanche': '8:00  –  18:00'}",https://maps.apple.com/place?auid=4876611423962887488
Columbus Café,+33144516000,http://www.columbuscafe.com,"180 Avenue de Fontainebleau, 91200 Athis-Mons, France",{'Lun. – Sam.': '8:30  –  20:00'},https://maps.apple.com/place?auid=9526984118211724981
Columbus Café,+33698700066,https://www.columbuscafe.com/en/boutique/aubagne-auchan-barneoud-mall/,"Route de Gémenos, 13400 Aubagne, France",{'Lun. – Sam.': '8:30  –  20:00'},https://maps.apple.com/place?auid=4734508933582024643
Columbus Café,+33144516000,http://www.columbuscafe.com,"22 Route de 40 Sous, 78410 Aubergenville, France",{'Tous les jours': '9:30  –  19:30'},https://maps.apple.com/place?auid=15001622319665409253
Columbus Café,+33386514350,https://www.columbuscafe.com/boutique/auxerre-place-de-lhotel-de-ville/,"29 Place de l'Hôtel de Ville, 89000 Auxerre, France",{'Tous les jours': '8:00  –  19:00'},https://maps.apple.com/place?auid=4840889901678042339
Columbus Café,+33614653065,http://www.columbuscafe.com,"16 Place Pie, 84000 Avignon, France","{'Lun. – Sam.': '8:00  –  18:00', 'Dimanche': '8:30  –  18:30'}",https://maps.apple.com/place?auid=3372756079315852860
Colombus Café & Co,+3243875411,https://www.columbuscafe.com/boutique/aire-de-barchon/,"E40, Soumagne, Belgique",{'Tous les jours': '7:00  –  16:00'},https://maps.apple.com/place?auid=10314255550049656290
Columbus Café,+33495471445,https://www.columbuscafe.com/boutique/bastia/,"5 ter Rue César Campinchi, 20200 Bastia, France","{'Lun. – Sam.': '8:00  –  22:00', 'Dimanche': '11:00  –  22:00'}",https://maps.apple.com/place?auid=5832856714986701184
Columbus Café,+33164721863,https://www.columbuscafe.com/en/boutique/collegien-shopping-mall-bay2/,"Rue Du General De Gaulle, 77200 Collégien, France",{'Lun. – Sam.': '8:30  –  20:30'},https://maps.apple.com/place?auid=17157712785205203600
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/bayonne-rue-victor-hugo/,"5 Rue Victor Hugo, 64100 Bayonne, France",{},https://maps.apple.com/place?auid=13292326107508249496
Columbus Café,+33144516000,http://www.columbuscafe.com,"26 Rue Jeanne d'Arc, 60000 Beauvais, France","{'Lun. – Ven.': '8:15  –  19:15', 'Samedi': '9:00  –  19:15', 'Dimanche': '9:00  –  17:30'}",https://maps.apple.com/place?auid=14296298224459521638
Columbus Café,+33557670769,https://www.columbuscafe.com/boutique/begles/,"Rue des Frères Lumière, 33130 Bègles, France","{'Lun. – Ven.': '9:00  –  20:00', 'Samedi': '9:00  –  20:30'}",https://maps.apple.com/place?auid=1851373154622612218
Columbus Café,+33363784929,https://www.columbuscafe.com/boutique/belfort/,"6 Faubourg de France, 90000 Belfort, France",{'Lun. – Sam.': '8:30  –  19:00'},https://maps.apple.com/place?auid=12327881945986869099
Columbus Café,+33381614120,https://www.columbuscafe.com/boutique/besancon-grande-rue/,"40 Grande-Rue, 25000 Besançon, France","{'Lun. – Sam.': '8:30  –  19:00', 'Dimanche': '12:00  –  18:00'}",https://maps.apple.com/place?auid=2150662151638428559
Columbus Café,+33467361756,https://www.columbuscafe.com/boutique/beziers-allee-paul-riquet/,"20 Allée Paul Riquet, 34500 Béziers, France",{'Lun. – Sam.': '7:30  –  19:00'},https://maps.apple.com/place?auid=32340931305371973
Columbus Café,+33967829959,http://www.columbuscafe.com/boutique/beziers/,"3 Impasse de l'Ours, 34500 Béziers, France",{'Lun. – Sam.': '8:00  –  20:00'},https://maps.apple.com/place?auid=1042299439694805061
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/boe-parc-commercial-ogreen/,"7 Allée de Lacapelette, 47550 Boé, France",{'Lun. – Sam.': '9:00  –  19:00'},https://maps.apple.com/place?auid=14568135738452400688
Columbus Café,+33556002203,https://www.columbuscafe.com/boutique/bordeaux-fnac-rue-sainte-catherine/,"103 Rue Sainte-Catherine, 33000 Bordeaux, France","{'Lun. – Ven.': '8:30  –  19:30', 'Samedi': '9:00  –  19:30', 'Dimanche': '10:00  –  19:00'}",https://maps.apple.com/place?auid=13391618665034279658
Columbus Café,+33144516000,https://www.columbuscafe.com/en/boutique/bordeaux-60-65-rue-eugene-le-roy-2/,"60/65 Rue Eugène Le Roy, 33800 Bordeaux, France",{'Tous les jours': '7:00  –  20:30'},https://maps.apple.com/place?auid=14948937355477476795
Columbus Café,+33557007358,https://www.columbuscafe.com/boutique/bordeaux-centre-commercial-aushopping-bordeaux-lac/,"5 Avenue Des Quarante Journaux, 33300 Bordeaux, France",{'Lun. – Sam.': '9:00  –  20:00'},https://maps.apple.com/place?auid=9682830398314355839
Columbus Café,+33144516000,http://www.columbuscafe.com/store-locator/#,"A 13 & A 13, 27310 Bosgouet, France",{'Tous les jours': '7:00  –  22:00'},https://maps.apple.com/place?auid=7414155723777241698
Columbus Café,+33442960439,https://www.columbuscafe.com/boutique/bouc-bel-air/,"312 Avenue des Chabauds, 13320 Bouc-Bel-Air, France","{'Lun. – Sam.': '9:00  –  19:00', 'Dimanche': '9:30  –  19:00'}",https://maps.apple.com/place?auid=17200109658890983347
Columbus Café,,https://www.columbuscafe.com/boutique/boulogne-sur-mer-rue-adolphe-thiers/,"59 Rue Adolphe Thiers, 62200 Boulogne-sur-Mer, France",{'Tous les jours': '7:30  –  19:00'},https://maps.apple.com/place?auid=12659967244576840723
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/bourges-centre-commercial-avaricum/,"6 Cours Avaricum, 18000 Bourges, France",{},https://maps.apple.com/place?auid=17258076278204156080
Columbus Café,+33428350899,http://www.columbuscafe.com/boutique/bourgoin-jallieu-19-place-de-la-folatiere/,"19 place de la Folatière, 38300 Bourgoin-Jallieu, France","{'Lun. – Ven.': '7:00  –  19:00', 'Samedi': '8:00  –  19:00'}",https://maps.apple.com/place?auid=9019545733054990740
Columbus Café & Co,+351968137637,http://www.columbuscafe.com/boutique/braga-rua-do-souto/,"Rua do Souto 6, Largo do Paço, 4710-235 Braga, Portugal",{},https://maps.apple.com/place?auid=5110970107190926215
Columbus Café,+33298331840,https://www.columbuscafe.com/boutique/brest-rue-de-siam/,"64 Rue de Siam, 29200 Brest, France",{'Lun. – Sam.': '8:00  –  19:00'},https://maps.apple.com/place?auid=16726479013449803032
Columbus Café,+33298309810,https://www.columbuscafe.com/boutique/brest-la-galerie-le-phare-de-leurope/,"29 Rue de Gouesnou, 29200 Brest, France",{'Lun. – Sam.': '9:00  –  19:00'},https://maps.apple.com/place?auid=3332491256233345160
Columbus Café,+33231297039,https://www.columbuscafe.com/en/boutique/caen-rue-saint-pierre/,"67 Rue Saint-Pierre, 14000 Caen, France",{'Lun. – Sam.': '8:00  –  19:30'},https://maps.apple.com/place?auid=7766726632003093869
Columbus Café,+33144516000,http://www.columbuscafe.com/boutique/caen-les-rives-de-lorne/,"10 Esplanade Léopold Sedar-Sanghor, 14000 Caen, France","{'Lun. – Sam.': '7:00  –  20:00', 'Dimanche': '11:00  –  19:00'}",https://maps.apple.com/place?auid=11920746261237836046
Columbus Café,+33492136166,https://www.columbuscafe.com/boutique/cagnes-sur-mer/,"119 Avenue des Alpes, 06800 Cagnes-sur-Mer, France","{'Lun. – Sam.': '9:00  –  20:00', 'Dimanche': '10:00  –  19:00'}",https://maps.apple.com/place?auid=16986156508635217054
Columbus Café,+33321967595,https://www.columbuscafe.com/boutique/coquelle/,"1001 Boulevard du Kent, 62231 Coquelles, France",{'Lun. – Sam.': '9:00  –  20:00'},https://maps.apple.com/place?auid=17555888387835393862
Columbus Café,+33493385098,https://www.columbuscafe.com/en/boutique/cannes-rue-hoche-2/,"3 Rue Hoche, 06400 Cannes, France","{'Lun. – Sam.': '7:30  –  19:30', 'Dimanche': '8:00  –  19:30'}",https://maps.apple.com/place?auid=9198067737755117548
Columbus Café,+33963514177,https://www.columbuscafe.com/boutique/saran-centre-commercial-cap-saran/,"2601 Route Nationale 20
45770 Saran
France",{'Lun. – Sam.': '9:00  –  19:00'},https://maps.apple.com/place?auid=435755028248501676
Columbus Café,+33468478147,https://www.columbuscafe.com/boutique/carcassonne/,"Pont Rouge Est, 11000 Carcassonne, France",{'Lun. – Sam.': '8:30  –  20:00'},https://maps.apple.com/place?auid=4325779712224713649
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/lieusaint/,"3 Allée du Préambule, 77566 Lieusaint, France",{'Tous les jours': '8:00  –  20:30'},https://maps.apple.com/place?auid=10000736422373564320
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/lille-centre-commercial-lillenium/,"2 Rué du Faubourg des Postes, 59000 Lille, France","{'Lun. – Ven.': '8:00  –  20:00', 'Samedi': '8:30  –  20:00'}",https://maps.apple.com/place?auid=12135466885927484588
Columbus Café,+33144516000,https://www.columbuscafe.com/en/boutique/chambery-rue-favre-2/,"2 Rue Favre, 73000 Chambéry, France",{'Tous les jours': '7:30  –  19:00'},https://maps.apple.com/place?auid=1022382730915359881
Columbus Café,+33144516000,https://www.columbuscafe.com/en/boutique/chambery-rue-de-la-gare-2/,"Rue de la Gare, 73000 Chambéry, France",{'Tous les jours': '7:30  –  19:00'},https://maps.apple.com/place?auid=11236725960207038161
Columbus Café,+33237996541,https://www.columbuscafe.com/boutique/chartres/,"13 Rue Mathurin Régnier, 28000 Chartres, France",{'Lun. – Sam.': '7:30  –  19:00'},https://maps.apple.com/place?auid=14360878722047327934
Columbus Café,+33144516000,http://www.columbuscafe.com,"4 Avenue de Verdun, 92320 Châtillon, France",{'Tous les jours': '7:00  –  19:00'},https://maps.apple.com/place?auid=15362842242507292280
Columbus Café,+33248233350,https://www.columbuscafe.com/store-locator/,"L'Arverne, 41600 Chaumont-sur-Tharonne, France","{'Lun. – Jeu.': '9:00  –  17:00', 'Vendredi': '9:00  –  13:00'}",https://maps.apple.com/place?auid=6069016109591619679
Columbus Café,+33233446406,http://www.columbuscafe.com,"27 Quai de l'Entrepôt, Cherbourg-Octeville, 50100 Cherbourg-en-Cotentin, France",{'Lun. – Sam.': '9:00  –  19:15'},https://maps.apple.com/place?auid=15408449175794966466
Columbus Café,+33241647607,https://www.columbuscafe.com/boutique/cholet/,"4 Rue de l'Anjou, 49300 Cholet, France",{'Lun. – Sam.': '8:30  –  19:00'},https://maps.apple.com/place?auid=5917921902247223460
Columbus Café,+33473930580,https://www.columbuscafe.com/en/boutique/clermont-ferrand-mail-dallagnat,"18 Mail d'Allagnat, 63000 Clermont-Ferrand, France","{'Lun. – Ven.': '7:30  –  19:00', 'Samedi': '8:00  –  19:00'}",https://maps.apple.com/place?auid=8805735289777683110
Columbus Café,+33388185610,https://www.columbuscafe.com/boutique/reichstett-shopping-promenade-coeur-alsace/,"Boulevard des Enseignes, 67550 Reichstett, France",{'Lun. – Sam.': '9:30  –  19:00'},https://maps.apple.com/place?auid=1061909316816654243
Columbus Café,+33144516000,http://www.columbuscafe.com,"13 Rue Principale, 68125 Houssen, France",{'Lun. – Sam.': '9:00  –  20:00'},https://maps.apple.com/place?auid=3368864201076753831
Columbus Café,+33344203621,https://www.intermarche.com/magasins/01152/compiegne-60200/infos-pratiques,"1 Rue Jean Legendre, 60200 Compiègne, France","{'Lun. – Sam.': '8:30  –  19:30', 'Dimanche': '9:00  –  12:30'}",https://maps.apple.com/place?auid=1007627689444582265
Columbus Café,+33175660630,http://www.columbuscafe.com,"2 Rue Jean Cocteau, 91100 Corbeil-Essonnes, France","{'Lun. – Ven.': '10:00  –  19:00', 'Samedi': '10:00  –  20:00'}",https://maps.apple.com/place?auid=16024203593601898853
Columbus Café,+33961641573,https://www.columbuscafe.com/boutique/creches-sur-saone/,"Centre Commercial Carrefour Les Bouchardes, D906, 71680 Crêches-sur-Saône, France",{'Lun. – Sam.': '8:30  –  19:00'},https://maps.apple.com/place?auid=9222759062332215829
Columbus Café,+33456340754,https://www.columbuscafe.com/boutique/annecy-decathlon-annecy-epagny/,"Routes des Perdrix, Épagny, 74330 Epagny Metz-Tessy, France",{'Lun. – Sam.': '9:00  –  19:00'},https://maps.apple.com/place?auid=10745251417750316004
Columbus Café,+33380480248,https://www.columbuscafe.com/boutique/dijon-place-darcy/,"4 Place Darcy, 21000 Dijon, France","{'Lun. – Ven.': '7:30  –  19:30', 'Samedi': '8:30  –  19:30', 'Dimanche': '9:00  –  19:00'}",https://maps.apple.com/place?auid=16888012831046392430
Columbus Café,+33380330435,https://www.columbuscafe.com/boutique/dijon-rue-des-godrans/,"21 Rue des Godrans, 21000 Dijon, France","{'Lun. – Sam.': '8:00  –  19:30', 'Dimanche': '8:00  –  19:00'}",https://maps.apple.com/place?auid=7471127406645980181
Columbus Café,+33380343815,https://www.columbuscafe.com/boutique/dijon-parc-commercial-de-la-toison-dor/,"Route de Langres, 21000 Dijon, France","{'Lun. – Ven.': '9:00  –  20:00', 'Samedi': '8:30  –  20:00'}",https://maps.apple.com/place?auid=14085188259654451256
Columbus Café,+33328250439,https://www.columbuscafe.com/boutique/dunkerque,"68 Rue du Président Wilson, 59140 Dunkerque, France",{'Lun. – Sam.': '8:00  –  19:00'},https://maps.apple.com/place?auid=14912570511741460892
Columbus Café,+33456340754,https://www.columbuscafe.com/boutique/epagny/,"35 Rue du Commerce, 74330 Epagny Metz-Tessy, France","{'Lun. – Sam.': '8:30  –  20:00', 'Dimanche': '8:30  –  13:00'}",https://maps.apple.com/place?auid=7480726838296087352
Colombus Café & Co,+35226540554,https://www.columbuscafe.com/boutique/esch/,"9 Rue de l'Alzette, 4011 Esch-sur-Alzette, Luxembourg","{'Lun. – Ven.': '7:00  –  18:00', 'Samedi': '8:00  –  18:00'}",https://maps.apple.com/place?auid=12467752894655958212
Columbus Café,+33986440046,https://www.columbuscafe.com/boutique/evreux/,"31 Rue du Docteur Oursel, 27000 Évreux, France","{'Lun. – Ven.': '8:00  –  19:00', 'Samedi': '9:00  –  19:00'}",https://maps.apple.com/place?auid=991347719052446858
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/galerie-carrefour-pacific-plaza/,"Aratia Nelson Mandela, Papeete Polynésie française, Polynésie française",{},https://maps.apple.com/place?auid=16122169820377832086
Columbus Café,+33472404958,https://www.columbuscafe.com/boutique/lyon,"85 Rue de la République, 69002 Lyon, France",{'Lun. – Sam.': '10:00  –  19:00'},https://maps.apple.com/place?auid=4488746847238074684
Columbus Café,+33979725762,https://www.columbuscafe.com/en/boutique/nice-fnac-avenue-jean-medecin,"46 Avenue Jean Médecin, 06000 Nice, France","{'Lun. – Sam.': '10:00  –  19:00', 'Dimanche': '11:00  –  18:30'}",https://maps.apple.com/place?auid=15953179072528368139
Columbus Café,+33474315625,https://www.columbuscafe.com/boutique/vienne-place-pierre-semard/,"Place Pierre Semard
38200 Vienne
France","{'Lun. – Ven.': '6:30  –  19:00', 'Samedi': '8:00  –  19:00'}",https://maps.apple.com/place?auid=10799631737030063692
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/grenoble-avenue-alsace-lorraine/,"15 Avenue Alsace-Lorraine, 38000 Grenoble, France","{'Lun. – Sam.': '7:30  –  19:00', 'Dimanche': '9:00  –  19:00'}",https://maps.apple.com/place?auid=11133443852589096212
Columbus Café,+33438216955,https://www.columbuscafe.com/boutique/grenoble-centre-commercial-grandplace/,"55 Grand Place, 38100 Grenoble, France",{'Lun. – Sam.': '9:00  –  20:00'},https://maps.apple.com/place?auid=16238636438008614895
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/hyeres/,"10 Avenue des Îles d'Or, 83400 Hyères, France",{'Lun. – Sam.': '7:30  –  19:30'},https://maps.apple.com/place?auid=2410452182143104990
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/issy-les-moulineaux-rue-du-passeur-de-boulogne/,"29 Rue du Passeur de Boulogne, 92130 Issy-les-Moulineaux, France","{'Lun. – Sam.': '8:30  –  20:00', 'Dimanche': '9:00  –  13:00'}",https://maps.apple.com/place?auid=6249664970626156332
Columbus Café,+33474223080,https://www.columbuscafe.com/boutique/aire-de-bourg-teyssonge/,"15 Rue de Marquion, 62860 Bourlon, France",{'Tous les jours': '6:00  –  21:00'},https://maps.apple.com/place?auid=15921334195686436758
Columbus Café,+33144516000,http://www.columbuscafe.com,"2 Allée du Vercors, 93120 La Courneuve, France",{},https://maps.apple.com/place?auid=14883319274609055218
Columbus Café,+33144516000,https://www.columbuscafe.com/boutique/angouleme-la-couronnecentre-commercial-auchan/,"Route de Bordeaux, 16400 La Couronne, France",{'Lun. – Sam.': '9:00  –  19:00'},https://maps.apple.com/place?auid=13895759474706352282
Columbus Café,+33147440382,https://www.columbuscafe.com/boutique/la-defense/,"1 Rue Carpeaux, 92800 Puteaux, France","{'Lun. – Ven.': '6:00  –  19:45', 'Samedi': '6:30  –  19:00', 'Dimanche': '10:00  –  19:45'}",https://maps.apple.com/place?auid=14891028096414256805
Columbus Café,+33553353382,http://www.columbuscafe.com,"2 Route de Limoges, 24420 Antonne-et-Trigonant, France","{'Lun. – Jeu.': '9:00  –  17:00', 'Vendredi': '9:00  –  13:00'}",https://maps.apple.com/place?auid=14684441865085265354
Columbus Café,+33363081636,https://www.columbuscafe.com/boutique/besancon-centre-commercial-chateaufarine/,"17 Rue Guillaume Apollinaire, 25000 Besançon, France",{'Lun. – Sam.': '9:30  –  20:00'},https://maps.apple.com/place?auid=3445349466566524141
