title,address,phone,link,url,hours,rating,owners_count,reviews
McDonald's,"101 bis, Route De Bordeaux sortie 6 sur Autoroute, A65, 40800 Aire-sur-l'Adour, France",+33 7 89 65 30 06,http://www.restaurants.mcdonalds.fr/mcdonalds-aire-sur-l%27adour,https://www.google.com/search?q=AIRE-SUR-L%27ADOUR-McDonald%27s-Bis-Route-De-Bordeaux-(sortie--Sur-),"{'lundi': '09:30–22:30', 'mardi': '09:30–22:30', 'mercredi': '09:30–22:30', 'jeudi': '09:30–22:30', 'vendredi': '09:30–23:00', 'samedi': '09:30–23:00', 'dimanche': '09:30–22:30'}","3,1",,1736
McDonald's,"Centre Commercial Carrefour, Route d'Isbergue, 62120 Aire-sur-la-Lys, France",+33 3 21 88 32 17,http://www.restaurants.mcdonalds.fr/mcdonalds-aire-sur-la-lys,https://www.google.com/search?q=AIRE-SUR-LA-LYS-McDonald%27s-C.cial-Carrefour-Route-D%27isbergue,"{'indices': 'DJIA S&P 100, S&P 500, Stoxx Americas 100, Stoxx Global 200, Stoxx NorthAmerica 50, Stoxx USA 50', 'srd': '-', 'pea': 'Non éligible', 'dernière ag': '22/05/2024', 'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–00:00', 'samedi': '09:00–00:00', 'dimanche': '09:00–00:00'}","2,9",,1497
McDonald's,"820 Rue André Ampère, 13851 Aix-en-Provence CEDEX 3, France",+33 4 42 24 19 21,http://www.restaurants.mcdonalds.fr/mcdonalds-aix-ampere,https://www.google.com/search?q=AIX-AMPERE-McDonald%27s-Rue-Andr%C3%A9-Amp%C3%A8re,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–23:30', 'samedi': '09:00–23:30', 'dimanche': '09:00–23:00'}","3,4",,1796
McDonald's,"39 Av. Jean Giono, 13100 Aix-en-Provence, France",+33 4 42 20 04 94,http://www.restaurants.mcdonalds.fr/mcdonalds-aix-en-provence,https://www.google.com/search?q=AIX-EN-PROVENCE-McDonald%27s-Avenue-Jean-Giono,"{'lundi': '09:00–22:30', 'mardi': '09:00–22:30', 'mercredi': '09:00–22:30', 'jeudi': '09:00–22:30', 'vendredi': '09:00–22:30', 'samedi': '09:00–22:30', 'dimanche': '09:00–22:30'}","3,4",,4204
McDonald's,"ZAC du Grand Rieux, Parking Super U, 1, Route De Cognac Zac Du Grand Rieux, Parking Super U, 87700 Aixe-sur-Vienne, France",+33 5 55 58 92 38,http://www.restaurants.mcdonalds.fr/mcdonalds-aixe-sur-vienne,https://www.google.com/search?q=AIXE-SUR-VIENNE-McDonald%27s-Route-De-Cognac-Zac-Du-Grand-Rieux-Parking-Super-U,"{'lundi': '10:00–22:30', 'mardi': '10:00–22:30', 'mercredi': '10:00–22:30', 'jeudi': '10:00–22:30', 'vendredi': '10:00–23:00', 'samedi': '10:00–23:00', 'dimanche': '10:00–22:30'}","3,1",,1477
McDonald's,"7 Av. Daniel Rops, 73100 Aix-les-Bains, France",+33 4 79 34 05 84,https://www.mcdonalds.fr/restaurants/mcdonalds-aix-les-bains/978,https://www.google.com/search?q=AIX-LES-BAINS-McDonald%27s-Avenue-Daniel-Rops,"{'lundi': '10:00–23:30', 'mardi': '10:00–23:30', 'mercredi': '10:00–23:30', 'jeudi': '10:00–23:30', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:30'}","3,4",,3540
McDonald's,"Centre Commercial Carrefour La Pioline, D9, 13290, France",+33 4 42 20 28 36,http://www.restaurants.mcdonalds.fr/mcdonalds-aix-les-milles,https://www.google.com/search?q=AIX-LES-MILLES-McDonald%27s-Cd--C.cial-Carrefour-La-Pioline,"{'lundi': '09:00–22:30', 'mardi': '09:00–22:30', 'mercredi': '09:00–22:30', 'jeudi': '09:00–22:30', 'vendredi': '09:00–23:00', 'samedi': '09:00–23:00', 'dimanche': '09:00–22:30'}","3,4",,1556
McDonald's,"146 Rue de la Roche, 85190 Aizenay, France",+33 2 51 07 05 36,http://www.restaurants.mcdonalds.fr/mcdonalds-aizenay,https://www.google.com/search?q=AIZENAY-McDonald%27s-Route-De-La-Roche,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:00'}","3,1",,2950
McDonald's,"Rte de Bapaume, 80300 Albert, France",+33 3 22 64 00 71,http://www.restaurants.mcdonalds.fr/mcdonalds-albert,https://www.google.com/search?q=ALBERT-McDonald%27s-Route-De-Bapaume,"{'lundi': '09:30–23:30', 'mardi': '09:30–23:30', 'mercredi': '09:30–23:30', 'jeudi': '09:30–23:30', 'vendredi': '09:30–00:00', 'samedi': '09:30–00:00', 'dimanche': '09:30–23:30'}","4,1",,3655
McDonald’s,"23 Av. des Chasseurs Alpins, 73200 Albertville, France",+33 4 79 31 22 94,https://www.mcdonalds.fr/,https://www.google.com/search?q=ALBERTVILLE-McDonald%27s-Avenue-Des-Chasseurs-Alpins,"{'bank of america': '1,87%', 'morgan stanley': '1,87%', 'banque centrale de norvège': '1,27%', 'the capital group companies': '1,22%', 'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–00:00', 'samedi': '09:00–00:00', 'dimanche': '09:00–23:00'}","2,9",,3044
McDonald's,"57 Av. de Saint-Juéry, 81000 Albi, France",+33 5 63 40 13 30,https://www.mcdonalds.fr/restaurants,https://www.google.com/search?q=Albi-Saint-Ju%C3%A9ry-McDonald%27s-Avenue-De-Saint-Juery,"{'lundi': '11:00–23:00', 'mardi': '11:00–23:00', 'mercredi': '11:00–23:00', 'jeudi': '11:00–23:00', 'vendredi': '11:00–23:00', 'samedi': '11:00–23:00', 'dimanche': '11:00–23:00'}","4,1",,1914
McDonald's,"Rue de Bourdès Rond Point du, Le Sequestre, 81000 Albi, France",+33 5 63 54 64 69,http://www.restaurants.mcdonalds.fr/mcdonalds-albi-sequestre,https://www.google.com/search?q=ALBI-SEQUESTRE-McDonald%27s-Rue-De-Bourd%C3%A8s,"{'lundi': '10:00–00:00', 'mardi': '10:00–00:00', 'mercredi': '10:00–00:00', 'jeudi': '10:00–00:00', 'vendredi': '10:00–01:00', 'samedi': '10:00–01:00', 'dimanche': '10:00–00:00'}","3,5",,3315
McDonald's,"Impasse du Gardonnet Lieu dit, Quai du Mas d'Hours, 30100 Alès, France",+33 4 66 56 90 90,http://www.restaurants.mcdonalds.fr/mcdonalds-ales,https://www.google.com/search?q=ALES-McDonald%27s-Quai-Du-Mas-D%27hours-Lieu-Dit-Gardonnet,"{'lundi': '09:00–02:00', 'mardi': '09:00–02:00', 'mercredi': '09:00–02:00', 'jeudi': '09:00–02:00', 'vendredi': '09:00–02:00', 'samedi': '09:00–02:00', 'dimanche': '09:00–02:00'}","3,4",,2555
McDonald's,"Rond-Point des Rotondes, Bd Louis Blanc, 30100 Alès, France",+33 4 66 55 63 60,http://www.restaurants.mcdonalds.fr/mcdonalds-ales-centre,https://www.google.com/search?q=ALES-CENTRE-McDonald%27s-Boulevard-Louis-Blanc-Rond-point-Des-Rotondes,"{'state street corporation': '4,83%', 'jp morgan chase': '2,56%', 'geode capital management': '2,19%', 'wellington management company': '2,08%', 'lundi': '10:30–22:00', 'mardi': '10:30–22:00', 'mercredi': '10:30–22:00', 'jeudi': '10:30–22:00', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–22:00'}","3,3",,1427
McDonald's,"Chem. des Potences, 30100 Alès, France",+33 4 66 43 11 17,http://www.restaurants.mcdonalds.fr/mcdonalds-ales-nord,https://www.google.com/search?q=ALES-NORD-McDonald%27s-Chemin-Des-Potences,"{'lundi': '10:00–00:00', 'mardi': '10:00–00:00', 'mercredi': '10:00–00:00', 'jeudi': '10:00–00:00', 'vendredi': '10:00–01:00', 'samedi': '10:00–01:00', 'dimanche': '10:00–00:00'}","3,4",,1983
McDonald's,"Za La Raterie, Rue de la Raterie Cc Leclerc, 72700 Allonnes, France",+33 2 43 42 60 06,http://www.restaurants.mcdonalds.fr/mcdonalds-allonnes,https://www.google.com/search?q=ALLONNES-McDonald%27s-Cc-Leclerc-Za-La-Raterie,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:30', 'vendredi': '09:00–23:30', 'samedi': '09:00–23:30', 'dimanche': '09:00–23:00'}","3,6",,3371
McDonald's,"Du Ème Régiment Des Hussards, CARSPACH FR, 8 ZI N, 68130 Altkirch, France",+33 3 89 07 15 16,http://www.restaurants.mcdonalds.fr/mcdonalds-altkirch,https://www.google.com/search?q=ALTKIRCH-McDonald%27s-Zi-Nord-Avenue-Du-%C3%88me-R%C3%A9giment-Des-Hussards,"{'lundi': '10:30–23:00', 'mardi': '10:30–23:00', 'mercredi': '10:30–23:00', 'jeudi': '10:30–23:00', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–23:00'}","3,5",,2439
McDonald's,"Rue Alexandre Bérard, 01500 Ambérieu-en-Bugey, France",+33 4 74 46 43 34,http://www.restaurants.mcdonalds.fr/mcdonalds-amberieu,https://www.google.com/search?q=AMBERIEU-McDonald%27s-Rue-Alexandre-B%C3%A9rard,"{'lundi': '10:30–01:00', 'mardi': '10:30–01:00', 'mercredi': '10:30–01:00', 'jeudi': '10:30–01:00', 'vendredi': '10:30–02:00', 'samedi': '10:30–02:00', 'dimanche': '11:00–01:00'}","2,9",,3284
McDonald's,"40 Av. Emmanuel Chabrier, 63600 Ambert, France",+33 4 73 82 92 35,http://www.restaurants.mcdonalds.fr/mcdonalds-ambert,https://www.google.com/search?q=AMBERT-McDonald%27s-Avenue-Emmanuel-Chabrier,"{'lundi': '11:00–22:00', 'mardi': '11:00–22:00', 'mercredi': '11:00–22:00', 'jeudi': '11:00–22:00', 'vendredi': '11:00–22:00', 'samedi': '11:00–22:00', 'dimanche': '11:00–22:00'}","3,6",,713
McDonald's,"Centre Commercial Leclerc, Boulevard Léonard de Vinci, 37400 Amboise, France",+33 2 47 23 24 19,http://www.restaurants.mcdonalds.fr/mcdonalds-amboise,https://www.google.com/search?q=AMBOISE-McDonald%27s-Centre-Commercial-Leclerc-Boulevard-L%C3%A9onard-De-Vinci,"{'lundi': '08:30–23:00', 'mardi': '08:30–23:00', 'mercredi': '08:30–23:00', 'jeudi': '08:30–23:00', 'vendredi': '08:30–00:00', 'samedi': '08:30–00:00', 'dimanche': '09:00–23:00'}","3,3",,2892
McDonald's,"Toulan, 56190 Ambon, France",+33 2 97 48 66 06,http://www.restaurants.mcdonalds.fr/mcdonalds-ambon,https://www.google.com/search?q=AMBON-McDonald%27s-Rond-Point-De-Toulan,"{'lundi': '10:30–22:30', 'mardi': '10:30–22:30', 'mercredi': '10:30–22:30', 'jeudi': '10:30–22:30', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–23:00'}","3,0",,2572
McDonald's,"44 Rue des 3 Cailloux, 80000 Amiens, France",+33 3 22 92 87 87,http://www.restaurants.mcdonalds.fr/mcdonalds-amiens-centre-ville,https://www.google.com/search?q=AMIENS-CENTRE-VILLE-McDonald%27s-Rue-Des-Trois-Cailloux,"{'lundi': '07:30–00:00', 'mardi': '07:30–00:00', 'mercredi': '07:30–00:00', 'jeudi': '07:30–00:00', 'vendredi': '07:30–00:00', 'samedi': '07:30–00:00', 'dimanche': '10:00–00:00'}","3,5",,3121
McDonald's,"Centre Commercial Amiens, Pôle Jules Verne, Centre Commercial Amiens Glisy, 8 Av. Philéas Fogg, 80440 Glisy, France",+33 3 22 38 17 27,http://www.restaurants.mcdonalds.fr/mcdonalds-amiens-glisy,https://www.google.com/search?q=AMIENS-GLISY-McDonald%27s-Centre-Commercial-Amiens,"{'lundi': '08:30–00:00', 'mardi': '08:30–00:00', 'mercredi': '08:30–00:00', 'jeudi': '08:30–00:00', 'vendredi': '08:30–00:30', 'samedi': '08:30–00:30', 'dimanche': '08:30–00:00'}","3,1",,3641
McDonald's,"33 Quai Charles Tellier, 80000 Amiens, France",+33 3 22 22 69 30,http://www.restaurants.mcdonalds.fr/mcdonalds-amiens-la-breteche,https://www.google.com/search?q=AMIENS-LA-BRETECHE-McDonald%27s-Quai-Charles-Tellier,"{'lundi': '08:30–00:00', 'mardi': '08:30–00:00', 'mercredi': '08:30–23:45', 'jeudi': '08:30–00:00', 'vendredi': '08:30–00:30', 'samedi': '08:30–00:30', 'dimanche': '08:30–00:00'}","3,8",,3840
McDonald's,"Av. de la Défense Passive, 80080 Amiens, France",+33 3 22 44 04 23,http://www.restaurants.mcdonalds.fr/mcdonalds-amiens-nord,https://www.google.com/search?q=AMIENS-NORD-McDonald%27s-Avenue-De-La-D%C3%A9fense-Passive,"{'lundi': '08:30–23:00', 'mardi': '08:30–23:00', 'mercredi': '08:30–23:00', 'jeudi': '08:30–23:00', 'vendredi': '08:30–00:00', 'samedi': '08:30–00:00', 'dimanche': '08:30–23:00'}","3,9",,3341
McDonald's,"740 Rte de Saint-Firmin des Vignes, 45200 Amilly, France",+33 2 38 98 04 44,http://www.restaurants.mcdonalds.fr/mcdonalds-amilly,https://www.google.com/search?q=AMILLY-McDonald%27s-Rue-De-Saint-Firmin-Des-Vignes,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:00'}","3,3",,2332
McDonald's,"Centre de Loisirs, Rue de l'Europe, 57360 Amnéville, France",+33 3 87 72 18 39,http://www.restaurants.mcdonalds.fr/mcdonalds-amneville,https://www.google.com/search?q=AMNEVILLE-McDonald%27s-Rue-De-L%27europe-Centre-De-Loisirs,"{'lundi': '08:30–23:00', 'mardi': '08:30–23:00', 'mercredi': '08:30–23:00', 'jeudi': '08:30–23:00', 'vendredi': '08:30–00:00', 'samedi': '08:30–00:00', 'dimanche': '08:30–23:00'}","2,8",,4199
McDonald's,"Zone Industrielle De Montplain, 15100 Andelat, France",+33 4 71 60 39 59,http://www.restaurants.mcdonalds.fr/mcdonalds-andelat,https://www.google.com/search?q=ANDELAT-McDonald%27s-Zi-De-Montplain,"{'lundi': '10:30–23:00', 'mardi': '10:30–23:00', 'mercredi': '10:30–23:00', 'jeudi': '10:30–23:00', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–23:00'}","3,0",,1906
,,,,https://www.google.com/search?q=ANET-McDonald%27s-Za-Le-D%C3%A9-Bd-Des--Arpentsparking-E.leclerc,{},,,
McDonald's,"6, Bis Bd du Maréchal Foch, 49100 Angers, France",+33 2 41 86 86 77,http://www.restaurants.mcdonalds.fr/mcdonalds-angers-centre-ville,https://www.google.com/search?q=ANGERS-CENTRE-VILLE-McDonald%27s-Bis-Boulevard-Du-Mar%C3%A9chal-Foch,"{'lundi': '10:00–01:00', 'mardi': '10:00–01:00', 'mercredi': '10:00–02:00', 'jeudi': '10:00–02:00', 'vendredi': '10:00–02:00', 'samedi': '10:00–02:00', 'dimanche': '10:00–01:00'}","3,5",,2670
McDonald's,"Centre Commercial Géant Centre Commercial Géant, 62 Bd Eugène Chaumin, 49000 Angers, France",+33 2 41 47 92 78,http://www.restaurants.mcdonalds.fr/mcdonalds-angers-la-roseraie,https://www.google.com/search?q=ANGERS-LA-ROSERAIE-McDonald%27s-Boulevard-Eug%C3%A8ne-Chaumin-Centre-Commercial-G%C3%A9ant,"{'lundi': '10:30–23:00', 'mardi': '10:30–23:00', 'mercredi': '10:30–23:00', 'jeudi': '10:30–23:00', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–23:00'}","3,4",,2135
McDonald's,"Centre Commercial Carrefour, Bd Gaston Ramon, 49000 Angers, France",+33 6 44 64 82 22,http://www.restaurants.mcdonalds.fr/mcdonalds-angers-saint-serge,https://www.google.com/search?q=ANGERS-SAINT-SERGE-McDonald%27s-C.cial-Carrefour-Saint-Serge-Bd-Gaston-Ramon,"{'lundi': '09:00–00:30', 'mardi': '09:00–00:30', 'mercredi': '09:00–00:30', 'jeudi': '09:00–00:00', 'vendredi': 'Ouvert 24h/24', 'samedi': 'Ouvert 24h/24', 'dimanche': '00:00–23:50'}","3,6",,3145
McDonald's,"16 Rue du Pont Lafleur, 91670 Angerville, France",+33 1 69 58 71 47,http://www.restaurants.mcdonalds.fr/mcdonalds-angerville,https://www.google.com/search?q=ANGERVILLE-McDonald%27s-Rue-Du-Pont-Lafleur,"{'lundi': '11:00–22:00', 'mardi': '11:00–22:00', 'mercredi': '11:00–22:00', 'jeudi': '11:00–22:00', 'vendredi': '11:00–22:30', 'samedi': '11:00–22:30', 'dimanche': '11:00–22:00'}","3,8",,2791
McDonald's,"Le Busquet, 78 Av. de Bayonne, 64600 Anglet, France",+33 5 59 52 26 26,http://www.restaurants.mcdonalds.fr/mcdonalds-anglet,https://www.google.com/search?q=ANGLET-McDonald%27s-Anglet-le-Busquet%22--Avenue-De-Bayonne%22,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–23:00', 'samedi': '10:00–23:00', 'dimanche': '10:00–23:00'}","3,0",,3074
McDonald's,"Rue de L'Oustalot, Boulevard du BAB, Rdpt de Bahinos, 64600 Anglet, France",+33 5 59 55 64 68,http://www.restaurants.mcdonalds.fr/mcdonalds-anglet-bab,https://www.google.com/search?q=ANGLET-BAB-McDonald%27s-Anglet-Boulevard-Du-Bab-Rond-Point-De-Bahinos---Rue-De-L%27oustalot-Direction-les--Cantons%22%22,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–23:00', 'samedi': '09:00–23:00', 'dimanche': '09:00–23:00'}","3,2",,1863
McDonald's Angoulins,"Centre Commercial Carrefour, Route de Rochefort, 17690 Angoulins, France",+33 5 46 56 26 07,http://www.restaurants.mcdonalds.fr/mcdonalds-angoulins,https://www.google.com/search?q=ANGOULINS-McDonald%27s-Centre-Commercial-Carrefour-Route-De-Rochefort,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–23:00', 'samedi': '10:00–23:00', 'dimanche': '10:00–23:00'}","3,3",,2388
McDonald's,"Centre Commercial Carrefour, 134 Av. de Genève, 74000 Annecy, France",+33 9 67 17 38 50,http://www.restaurants.mcdonalds.fr/mcdonalds-annecy,https://www.google.com/search?q=ANNECY-McDonald%27s-Avenue-De-Gen%C3%A8ve,"{'équipier polyvalent 9 salaires publiés': '39 k CHF-48 k CHF 40 k CHF | 14 k CHF', 'lundi': '08:00–01:00', 'mardi': '08:00–01:00', 'mercredi': '08:00–01:00', 'jeudi': '08:00–01:00', 'vendredi': '08:00–03:00', 'samedi': '08:00–03:00', 'dimanche': '08:00–01:00'}","2,9",,1861
McDonald’s Annemasse,"Le Parc Du Chablais, Allée Simone Signoret, Pl. Antoine Lumière, 74100 Annemasse, France",+33 4 50 04 52 28,http://www.restaurants.mcdonalds.fr/mcdonalds-annemasse-cv,https://www.google.com/search?q=ANNEMASSE-CV-McDonald%27s-All%C3%A9e-Simone-Signoret-Place-Antoine-Lumi%C3%A8re-Le-Parc-Du-Chablais,"{'lundi': '10:00–23:30', 'mardi': '10:00–23:30', 'mercredi': '10:00–23:30', 'jeudi': '10:00–23:30', 'vendredi': '10:00–23:30', 'samedi': '10:00–23:30', 'dimanche': '10:00–23:30'}","2,7",,516
McDonald's,"Espace Léman, 2 Av. Pré Robert S, 74200 Anthy-sur-Léman, France",+33 4 50 71 06 43,http://www.restaurants.mcdonalds.fr/mcdonalds-anthy-sur-leman,https://www.google.com/search?q=ANTHY-SUR-LEMAN-McDonald%27s-Espace-L%C3%A9man,"{'lundi': '10:00–01:00', 'mardi': '10:00–01:00', 'mercredi': '10:00–01:00', 'jeudi': '10:00–01:00', 'vendredi': '10:00–01:00', 'samedi': '10:00–01:00', 'dimanche': '10:00–01:00'}","3,1",,3714
McDonald's,"Chemin de Saint Claude Centre Commercial Carrefour, 06600 Antibes, France",+33 4 93 95 16 85,http://www.restaurants.mcdonalds.fr/mcdonalds-antibes,https://www.google.com/search?q=ANTIBES-McDonald%27s-Centre-Commercial-Carrefourchemin-De-Saint-Claude,"{'lundi': '10:00–22:00', 'mardi': '10:00–22:00', 'mercredi': '10:00–22:00', 'jeudi': '10:00–22:00', 'vendredi': '10:00–22:00', 'samedi': '10:00–22:00', 'dimanche': '10:00–22:00'}","3,6",,2158
McDonald's,"1990 Rte de Grasse, 06600 Antibes, France",+33 4 92 91 00 00,http://www.restaurants.mcdonalds.fr/mcdonalds-antibes-nord,https://www.google.com/search?q=ANTIBES-NORD-McDonald%27s-Route-De-Grasse,"{'lundi': '10:00–00:00', 'mardi': '10:00–00:00', 'mercredi': '10:00–00:00', 'jeudi': '10:00–01:00', 'vendredi': '10:00–02:00', 'samedi': '10:00–02:00', 'dimanche': '10:00–02:00'}","3,7",,3408
